row_idx,question,answer,response,is_correct
10,ایک نئے پروگرام کے پہلے مہینے میں 60 ڈاؤن لوڈز تھے۔ دوسرے مہینے میں ڈاؤن لوڈز کی تعداد پہلے مہینے سے تین گنا تھی، مگر تیسرے مہینے میں یہ 30 فیصد کم ہو گئی۔ ان تین مہینوں میں پروگرام کے کل کتنے ڈاؤن لوڈز ہوئے؟,366,"ہمیں تین مہینوں میں ڈاؤن لوڈز کی کل تعداد پتہ لانا ہے۔

### 1. پہلا مہینہ:
ڈاؤن لوڈز = 60

### 2. دوسرا مہینہ:
ڈاؤن لوڈز = پہلے مہینے کی تعداد کا تین گنا  
= $ 60 \times 3 = 180 $

### 3. تیسرا مہینہ:
ڈاؤن لوڈز = دوسرا مہینہ کی تعداد سے 30% کم  
= $ 180 - (180 \times 0.30) = 180 - 54 = 126 $

### کل ڈاؤن لوڈز:
= 60 + 180 + 126  
= **366**

### ✅ جواب: **366 ڈاؤن لوڈز**",True
11,تولا بیکری گئی اور کئی طرح کی پیسٹریاں خریدیں۔ اس نے 3 درجن ڈونٹس لیے جن کی قیمت 68 ڈالر فی درجن تھی، 2 درجن منی کپ کیک 80 ڈالر فی درجن کے حساب سے، اور 6 درجن منی چیز کیک 55 ڈالر فی درجن کے حساب سے خریدے۔ کل خرچ کتنے ڈالر ہوا؟,694,"ہمیں پتا ہے کہ تولا نے مختلف درجن کی پیسٹریاں خریدی ہیں، اور ہمیں ہر چیز کی قیمت اور درجن کی تعداد دی گئی ہے۔ ہم اس کی کل خرچ کا حساب لگا سکتے ہیں۔

### 1. ڈونٹس:
- 3 درجن
- قیمت 68 ڈالر فی درجن
- کل خرچ = $ 3 \times 68 = 204 $ ڈالر

### 2. منی کپ کیک:
- 2 درجن
- قیمت 80 ڈالر فی درجن
- کل خرچ = $ 2 \times 80 = 160 $ ڈالر

### 3. منی چیز کیک:
- 6 درجن
- قیمت 55 ڈالر فی درجن
- کل خرچ = $ 6 \times 55 = 330 $ ڈالر

---

### ✅ کل خرچ:
$$
204 + 160 + 330 = 694 \text{ ڈالر}
$$

### ✅ جواب:
**694 ڈالر**",True
12,کارلوس لیموں کا ایک درخت لگا رہا ہے۔ اس درخت کو لگانے پر 90 ڈالر لاگت آئے گی۔ ہر سال اس درخت پر سات لیموں لگیں گے، جنہیں وہ ڈیڑھ ڈالر فی لیموں کے حساب سے بیچ سکتا ہے۔ درخت کی دیکھ بھال پر سالانہ 3 ڈالر خرچ ہوتے ہیں۔ اس لیموں کے درخت سے منافع کمانے میں اسے کتنے سال لگیں گے؟,13,"ہمیں یہ پتہ لگانا ہے کہ کارلوس لیموں کے درخت سے کتنے سال لگیں گے تاکہ وہ منافع کمانے لگے۔ یہ ہے ایک **منافع کمانے کا وقت** یا **کب سے منافع شروع ہوتا ہے**۔

### دی گئی معلومات:
- **درخت لگانے کی لاگت** = 90 ڈالر
- **ہر سال لیموں کی تعداد** = 7
- **ہر لیموں کی فروخت کی قیمت** = 1.5 ڈالر
- **دیکھ بھال کی سالانہ لاگت** = 3 ڈالر

---

### 1. **ہر سال کی کل آمدنی (Revenue):**
$$
7 \text{ لیموں} \times 1.5 \text{ ڈالر} = 10.5 \text{ ڈالر}
$$

### 2. **ہر سال کی کل لاگت (Cost):**
$$
3 \text{ ڈالر (دیکھ بھال)} + 0 \text{ (درخت لگانے کی لاگت ہر سال نہیں ہوتی)} = 3 \text{ ڈالر}
$$

### 3. **ہر سال کا منافع (Profit):**
$$
10.5 \text{ ڈالر (آمدنی)} - 3 \text{ ڈالر (لاگت)} = 7.5 \text{ ڈالر}
$$

### 4. **کل لاگت (Initial Cost):**
$$
90 \text{ ڈالر}
$$

### 5. **منافع کمانے میں لگنے والے سال (Break-even Point):**
$$
\text{سال} = \frac{\text{کل لاگت}}{\text{ہر سال کا منافع}} = \frac{90}{7.5} = 12
$$

---

### ✅ **جواب:**
**12 سال** لگیں گے۔

کارلوس 12 سال بعد لیموں کے درخت سے منافع کمانے لگے گا۔",False
13,میلانی گھر گھر جا کر سامان بیچنے والی ایک سیلز وومن ہے۔ اس نے اپنے ایک تہائی ویکیوم کلینر سبز گھر میں، 2 مزید لال گھر میں، اور باقی بچ جانے والوں میں سے آدھے نارنجی گھر میں بیچ دیئے۔ اگر میلانی کے پاس 5 ویکیوم کلینر باقی بچے ہیں، تو شروع میں اس کے پاس کل کتنے ویکیوم کلینر تھے؟,18,"ہمیں یہ معلوم کرنا ہے کہ میلانی کے پاس شروع میں کتنے ویکیوم کلینر تھے۔ ہمیں یہ بھی دیا گیا ہے کہ:

- اس نے اپنے **ایک تہائی** ویکیوم کلینر سبز گھر میں بیچ دیئے۔  
- اور **2 مزید لال گھر میں** بیچ دیئے۔  
- باقی بچ جانے والوں میں سے **آدھے نارنجی گھر میں** بیچ دیئے۔  
- اور **5 ویکیوم کلینر باقی** ہیں۔

### مسلسل حل:

فرض کریں کہ میلانی کے پاس ابتدائی طور پر **x** ویکیوم کلینر تھے۔

#### 1. سبز گھر میں بیچے گئے:
- ایک تہائی = $ \frac{1}{3}x $

#### 2. لال گھر میں بیچے گئے:
- 2 مزید = 2

#### 3. نارنجی گھر میں بیچے گئے:
- باقی بچ جانے والے میں سے آدھے = $ \frac{1}{2}(x - \frac{1}{3}x - 2) $

#### 4. باقی ہوئے:
- 5

### اب ہم یہ دیکھیں گے کہ کل کتنے ویکیوم کلینر بیچے گئے ہیں:

$$
\text{کل بیچے گئے} = \frac{1}{3}x + 2 + \frac{1}{2}(x - \frac{1}{3}x - 2)
$$

$$
= \frac{1}{3}x + 2 + \frac{1}{2}(\frac{2}{3}x - 2)
$$

$$
= \frac{1}{3}x + 2 + \frac{1}{2} \cdot \frac{2}{3}x - \frac{1}{2} \cdot 2
$$

$$
= \frac{1}{3}x + 2 + \frac{1}{3}x - 1
$$

$$
= \frac{2}{3}x + 1
$$

### اب، کل بیچے گئے + باقی = ابتدائی تعداد:

$$
\frac{2}{3}x + 1 + 5 = x
$$

$$
\frac{2}{3}x + 6 = x
$$

$$
6 = x - \frac{2}{3}x
$$

$$
6 = \frac{1}{3}x
$$

$$
x = 18
$$

### ✅ جواب:
میلانی کے پاس شروع میں **18** ویکیوم کلینر تھے۔",True
14,ایک 20 طلباء کی ڈانس کلاس میں، 20 فیصد نے معاصر ڈانس میں داخلہ لیا، باقی میں سے 25 فیصد نے جاز ڈانس میں داخلہ لیا، اور باقی تمام طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔ پوری کلاس کے کتنے فیصد طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا؟,60,"ہمیں یہ پتہ چلتا ہے کہ کلاس میں کل 20 طلباء ہیں۔ ہمیں ہپ ہاپ ڈانس میں داخلہ لیا ہوئے طلباء کے فیصد کا پتا چاہیے۔

### معلومات دی گئی ہے:
- کل طلباء = 20
- معاصر ڈانس میں داخلہ لیا = 20% = $ \frac{20}{100} \times 20 = 4 $ طلباء
- باقی طلباء = 20 - 4 = 16
- جاز ڈانس میں داخلہ لیا = 25% = $ \frac{25}{100} \times 16 = 4 $ طلباء
- باقی طلباء = 16 - 4 = 12

### ہپ ہاپ ڈانس میں داخلہ لیا ہوئے طلباء = 12

### فیصد = $ \frac{12}{20} \times 100 = 60\% $

---

### ✅ جواب: **60%** طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔",True
15,"ایک تاجر دو خریداری کے منصوبوں میں سے انتخاب کرنا چاہتا ہے: 5,000 ڈالر کے زیورات یا 8,000 ڈالر کے الیکٹرانک آلات۔ اس کا مالی مشیر اندازہ لگاتا ہے کہ اسی مہینے میں زیورات کی مارکیٹ میں 2.5 فیصد اور الیکٹرانک آلات کی مارکیٹ میں 1.2 فیصد اضافہ ہوگا۔ اگر تاجر اس مہینے کے آخر تک زیادہ سے زیادہ منافع حاصل کرنا چاہتا ہے تو یہ منافع کتنے ڈالر کا ہوگا؟",125,"ہمیں دو خریداری کے منصوبوں میں سے ایک کو انتخاب کرنا ہے جس میں سے ایک 5,000 ڈالر کے زیورات کی خریداری ہے اور دوسرا 8,000 ڈالر کے الیکٹرانک آلات کی خریداری۔ مالی مشیر کے مطابق اس مہینے میں زیورات کی مارکیٹ میں 2.5% اور الیکٹرانک آلات کی مارکیٹ میں 1.2% اضافہ ہوگا۔

ہمیں اس مہینے کے آخر تک زیادہ سے زیادہ منافع حاصل کرنا ہے۔ یہ منافع اس سے حاصل ہوگا کہ خریداری کی قیمت پر اضافہ ہوتا ہے۔

### 1. زیورات کا منافع:

- خریداری کی قیمت = 5,000 ڈالر  
- اضافہ = 2.5%  
- منافع = 5,000 × 2.5% = 5,000 × 0.025 = **125 ڈالر**

### 2. الیکٹرانک آلات کا منافع:

- خریداری کی قیمت = 8,000 ڈالر  
- اضافہ = 1.2%  
- منافع = 8,000 × 1.2% = 8,000 × 0.012 = **96 ڈالر**

### نتیجہ:
زیورات کا منافع زیادہ ہے، لہذا تاجر زیورات کی خریداری کرے گا۔

**زیادہ سے زیادہ منافع = 125 ڈالر**

✅ **جواب: 125 ڈالر**",True
16,دو ٹرینیں سان رافیل سے ایک ہی وقت میں روانہ ہوتی ہیں۔ وہ مغرب کی طرف 80 میل کا سفر کرتی ہیں۔ اگلے دن، وہ شمال کی طرف 150 میل کا فاصلہ طے کرتی ہیں۔ دو دنوں میں ہر ٹرین نے کتنا فاصلہ طے کیا؟,230,"ہمیں دو ٹرینوں کے ہر دن کے سفر کے فاصلے کا حساب لگانا ہے۔

### دوسرے دن کا سفر:
- ایک ٹرین مغرب کی طرف 80 میل کا سفر کرتی ہے۔
- اگلے دن، وہ شمال کی طرف 150 میل کا سفر کرتی ہے۔

### مجموعی فاصلہ:
$$
80 + 150 = 230 \text{ میل}
$$

### جواب:
دو دنوں میں ہر ٹرین نے **230 میل** کا فاصلہ طے کیا۔

✅ **جواب: 230 میل**",True
17,جل کو پڑھانے کے لیے 20 ڈالر فی گھنٹہ اور چیئرلیڈنگ کی کوچنگ کے لیے 30 ڈالر فی گھنٹہ ملتے ہیں۔ اگر وہ سال میں 50 ہفتے، ہر ہفتے 35 گھنٹے استاد کے طور پر اور 15 گھنٹے کوچ کے طور پر کام کرتی ہے تو اس کی سالانہ تنخواہ کتنی ہوگی؟,57500,"ہمیں یہ پتہ ہے کہ:

- جل کو گھنٹہ کے لیے **20 ڈالر** ملتے ہیں۔  
- اور چیئرلیڈنگ کی کوچنگ کے لیے **30 ڈالر** ملتے ہیں۔  
- وہ سال میں **50 ہفتے** کام کرتی ہے۔  
- ہر ہفتے **35 گھنٹے** استاد کے طور پر اور **15 گھنٹے** کوچ کے طور پر۔  

### پہلا قدم: ہر ہفتے کا کل کار اور اجرت کا حساب لیں

- استاد کے طور پر ہر ہفتے:  
  $ 35 \text{ گھنٹے} \times 20 \text{ ڈالر} = 700 \text{ ڈالر} $

- کوچ کے طور پر ہر ہفتے:  
  $ 15 \text{ گھنٹے} \times 30 \text{ ڈالر} = 450 \text{ ڈالر} $

- ہر ہفتے کل اجرت:  
  $ 700 + 450 = 1150 \text{ ڈالر} $

### دوسرا قدم: سالانہ اجرت کا حساب لیں

- سالانہ اجرت:  
  $ 50 \text{ ہفتے} \times 1150 \text{ ڈالر} = 57,500 \text{ ڈالر} $

### ✅ جواب:
**57,500 ڈالر**",True
18,کلیئر ہر صبح ناشتے کے لیے تین انڈوں کا آملیٹ بناتی ہے۔ وہ چار ہفتوں میں کتنے درجن انڈے کھائے گی؟,7,"کلیئر ہر صبح ناشتے کے لیے تین انڈوں کا آملیٹ بناتی ہے۔  
ہر دن 3 انڈے کھاتی ہے۔  
چار ہفتوں میں ہر ہفتے 7 دن ہوتے ہیں۔  
تو چار ہفتوں میں کل دن = 4 × 7 = 28 دن

28 دنوں میں کل انڈے = 28 × 3 = 84 انڈے

اب ہمیں درجن (dozen) میں تبدیل کرنا ہے۔  
1 درجن = 12 انڈے

84 انڈے = 84 ÷ 12 = **7 درجن**

✅ **جواب: 7 درجن انڈے**",True
19,ماریسا 12 میل کی پگڈنڈی پر ہائکنگ کر رہی ہے۔ اس نے پہلے 4 میل طے کرنے میں 1 گھنٹہ لگایا، پھر اگلے 2 میل طے کرنے میں ایک اور گھنٹہ لگا۔ اگر وہ اپنی اوسط رفتار 4 میل فی گھنٹہ رکھنا چاہتی ہے، تو باقی فاصلے کو طے کرنے کے لیے اسے کس رفتار (میل فی گھنٹہ میں) چلنا ہوگا؟,6,"ماریسا کی کل فاصلہ = 12 میل  
اوسط رفتار کے لیے وہ 4 میل فی گھنٹہ رکھنا چاہتی ہے۔  

تو، کل وقت =  
$$
\text{کل وقت} = \frac{\text{کل فاصلہ}}{\text{اوسط رفتار}} = \frac{12}{4} = 3 \text{ گھنٹے}
$$

وہ اب تک لگا ہوا وقت = 1 گھنٹہ + 1 گھنٹہ = 2 گھنٹے

باقی وقت = 3 - 2 = 1 گھنٹہ

باقی فاصلہ = 12 - (4 + 2) = 6 میل

اس لیے، باقی فاصلے کو طے کرنے کے لیے اسے چلنا ہوگا:  
$$
\text{رفتار} = \frac{\text{باقی فاصلہ}}{\text{باقی وقت}} = \frac{6}{1} = 6 \text{ میل فی گھنٹہ}
$$

✅ **جواب: 6 میل فی گھنٹہ**",True
