question,answer,response,is_correct
ایک نئے پروگرام کے پہلے مہینے میں 60 ڈاؤن لوڈز تھے۔ دوسرے مہینے میں ڈاؤن لوڈز کی تعداد پہلے مہینے سے تین گنا تھی، مگر تیسرے مہینے میں یہ 30 فیصد کم ہو گئی۔ ان تین مہینوں میں پروگرام کے کل کتنے ڈاؤن لوڈز ہوئے؟,366,"

ایک نئے پروگرام کے ڈاؤن لوڈز کی تعداد تین مہینوں میں درج ذیل ہے:

1. **پہلا مہینہ**: 60 ڈاؤن لوڈز ہوئے۔  
2. **دوسرا مہینہ**: یہ پہلے مہینے کے ڈاؤن لوڈز کی تعداد سے تین گنا ہے، جس کا مطلب ہے:  
   $$
   3 \times 60 = 180 \text{ ڈاؤن لوڈز}
   $$  
3. **تیسرا مہینہ**: یہ دوسرے مہینے کے ڈاؤن لوڈز کی تعداد سے 30% کم ہے، جس کا مطلب ہے:  
   $$
   180 - (30\% \times 180) = 180 - 54 = 126 \text{ ڈاؤن لوڈز}
   $$

**کل ڈاؤن لوڈز**:  
$$
60 + 180 + 126 = 366
$$

**جواب**:  
$$
\boxed{366}
$$",True
تولا بیکری گئی اور کئی طرح کی پیسٹریاں خریدیں۔ اس نے 3 درجن ڈونٹس لیے جن کی قیمت 68 ڈالر فی درجن تھی، 2 درجن منی کپ کیک 80 ڈالر فی درجن کے حساب سے، اور 6 درجن منی چیز کیک 55 ڈالر فی درجن کے حساب سے خریدے۔ کل خرچ کتنے ڈالر ہوا؟,694,"

Tola نے تین مختلف قسم کی پیسٹریاں خریدی: ڈونٹس، منی کپ کیک اور منی چیز کیک۔ ہر قسم کی پیسٹری کی قیمت درج ذیل ہے:

1. ڈونٹس: 3 درجن، 68 ڈالر فی درجن
2. منی کپ کیک: 2 درجن، 80 ڈالر فی درجن
3. منی چیز کیک: 6 درجن، 55 ڈالر فی درجن

ہر قسم کی پیسٹری کے لیے کل خرچ کا حساب یوں لگایا جا سکتا ہے:

1. ڈونٹس کا خرچ:  
$$ 3 \times 68 = 204 $$ ڈالر

2. منی کپ کیک کا خرچ:  
$$ 2 \times 80 = 160 $$ ڈالر

3. منی چیز کیک کا خرچ:  
$$ 6 \times 55 = 330 $$ ڈالر

اب تمام قسم کی پیسٹریوں کے کل خرچ کا حساب یوں لگایا جا سکتا ہے:

$$ 204 + 160 + 330 = 694 $$ ڈالر

### فائنل جواب:
$$
\boxed{694}
$$",True
کارلوس لیموں کا ایک درخت لگا رہا ہے۔ اس درخت کو لگانے پر 90 ڈالر لاگت آئے گی۔ ہر سال اس درخت پر سات لیموں لگیں گے، جنہیں وہ ڈیڑھ ڈالر فی لیموں کے حساب سے بیچ سکتا ہے۔ درخت کی دیکھ بھال پر سالانہ 3 ڈالر خرچ ہوتے ہیں۔ اس لیموں کے درخت سے منافع کمانے میں اسے کتنے سال لگیں گے؟,13,"

کارلوس لیموں کا درخت لگانے پر 90 ڈالر لاگت آتی ہے۔ ہر سال اس درخت سے 7 لیموں پیدا ہوتی ہیں، جنہیں وہ ڈیڑھ ڈالر فی لیموں کے حساب سے بیچ سکتا ہے۔ ہر سال اس کی دیکھ بھال کے لیے 3 ڈالر خرچ ہوتے ہیں۔

### لاگت
- ایک مرتبہ لگانے کی لاگت: 90 ڈالر
- سالانہ دیکھ بھال کی لاگت: 3 ڈالر

### آمدنی
- ہر سال لیموں کی فروخت سے آمدنی: 7 لیموں × 1.5 ڈالر = 10.5 ڈالر

### منافع
منافع سالانہ ہر سال کی آمدنی سے لاگت کو ہٹا کر حاصل کیا جاتا ہے:
- سالانہ منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر

### کل لاگت
کل لاگت کا فارمولہ یہ ہے:
$$
\text{کل لاگت} = 90 + 3n
$$
جہاں $n$ سال ہے۔

### کل آمدنی
کل آمدنی کا فارمولہ یہ ہے:
$$
\text{کل آمدنی} = 10.5n
$$

### منافع کی شرط
کارلوس کو منافع کمانے کے لیے کل آمدنی کل لاگت سے زیادہ ہونی چاہیے:
$$
10.5n > 90 + 3n
$$

### مساوات کو حل کرنا
$$
10.5n - 3n > 90
$$
$$
7.5n > 90
$$
$$
n > 1",False
میلانی گھر گھر جا کر سامان بیچنے والی ایک سیلز وومن ہے۔ اس نے اپنے ایک تہائی ویکیوم کلینر سبز گھر میں، 2 مزید لال گھر میں، اور باقی بچ جانے والوں میں سے آدھے نارنجی گھر میں بیچ دیئے۔ اگر میلانی کے پاس 5 ویکیوم کلینر باقی بچے ہیں، تو شروع میں اس کے پاس کل کتنے ویکیوم کلینر تھے؟,18,"

 Milan 5 ویکیوم کلینر باقی چھوڑنے کے بعد، یہ ہمیں اس بات کا پتہ چلتا ہے کہ وہ 10 ویکیوم کلینر فروخت کر چکی ہے۔ 

پھر، 10 ویکیوم کلینر فروخت کرنے سے پہلے، اس نے 2 ویکیوم کلینر لال گھروں کو فروخت کیے تھے، لہٰذا اس نے 12 ویکیوم کلینر فروخت کیے تھے۔ 

پھر، 12 ویکیوم کلینر فروخت کرنے سے پہلے، اس نے اپنے ویکیوم کلینروں کا ایک تہائی (یعنی 6) سبز گھروں کو فروخت کیے تھے، لہٰذا اس کے پاس کل 18 ویکیوم کلینر تھے۔ 

چونکہ 18 ویکیوم کلینر فروخت کرنے کے بعد بھی 5 ویکیوم کلینر باقی چھوڑے گئے، یہ 18 کے مساوی ہے۔

**جواب: 18**",True
ایک 20 طلباء کی ڈانس کلاس میں، 20 فیصد نے معاصر ڈانس میں داخلہ لیا، باقی میں سے 25 فیصد نے جاز ڈانس میں داخلہ لیا، اور باقی تمام طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔ پوری کلاس کے کتنے فیصد طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا؟,60,"

### مسئلہ کا تجزیہ

کل طلباء کی تعداد 20 ہے۔ یہ طلباء تین مختلف ڈانس کلاسوں میں داخلہ لیتے ہیں:

1. **معاصر ڈانس**: 20 فیصد طلباء نے معاصر ڈانس میں داخلہ لیا۔  
2. **جیز ڈانس**: باقی طلباء کی تعداد کا 25 فیصد جیز ڈانس میں داخلہ لیا۔  
3. **ہپ ہاپ ڈانس**: باقی تمام طلباء ہپ ہاپ ڈانس میں داخلہ لیتے ہیں۔

ہمارا مقصد یہ ہے کہ پوری کلاس کے کتنے فیصد طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔

---

### حل

1. **معاصر ڈانس میں داخلہ لینے والے طلباء**  
   کل طلباء کا 20% معاصر ڈانس میں داخلہ لیتے ہیں۔  
   $$
   20\% \text{ of } 20 = \frac{20}{100} \times 20 = 4
   $$
   لہذا، 4 طلباء معاصر ڈانس میں داخلہ لیتے ہیں۔

2. **جیز ڈانس میں داخلہ لینے والے طلباء**  
   معاصر ڈانس میں داخلہ لینے والے طلباء کے باقی 16 طلباء کا 25% جیز ڈانس میں داخلہ لیتے ہیں۔  
   $$
   25\% \text{ of } 16 = \frac{25}{100} \times 16 = 4
   $$
   لہذا، 4 طلباء جیز ڈانس میں داخلہ لیتے ہیں۔

3. **ہپ ہاپ ڈانس میں داخلہ لینے والے طلباء**  
   معاصر اور جیز ڈانس کے طلباء کے بعد باقی طلباء ہپ ہاپ ڈانس میں داخلہ لیتے ہیں:  
   $$
   20 - 4 - 4 = 12
   $$
   لہذا، 12 طلباء ہپ ہاپ ڈانس میں داخلہ لیتے ہیں۔

4. **ہپ ہاپ ڈانس میں داخلہ لینے والے طلباء کی فیصد ہے**  
   کل 20 طلباء میں سے 12 طلباء ہپ ہاپ ڈانس میں داخلہ لیتے ہیں۔  
   $$
   \frac{12}{20} \times 100 = 60\%
   $$

---

### نتیجہ

پوری کلاس کے 60 فیصد طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔

$$
\boxed{60}
$$",True
"ایک تاجر دو خریداری کے منصوبوں میں سے انتخاب کرنا چاہتا ہے: 5,000 ڈالر کے زیورات یا 8,000 ڈالر کے الیکٹرانک آلات۔ اس کا مالی مشیر اندازہ لگاتا ہے کہ اسی مہینے میں زیورات کی مارکیٹ میں 2.5 فیصد اور الیکٹرانک آلات کی مارکیٹ میں 1.2 فیصد اضافہ ہوگا۔ اگر تاجر اس مہینے کے آخر تک زیادہ سے زیادہ منافع حاصل کرنا چاہتا ہے تو یہ منافع کتنے ڈالر کا ہوگا؟",125,"

### مسئلہ کا تجزیہ

ایک تاجر دو مالی منصوبوں میں سے ایک کا انتخاب کرنا چاہتا ہے: 5,000 ڈالر کے زیورات یا 8,000 ڈالر کے الیکٹرانک آلات۔ اس کے مالی مشیر کا اندازہ ہے کہ زیورات کی مارکیٹ میں 2.5 فیصد اور الیکٹرانک آلات کی مارکیٹ میں 1.2 فیصد اضافہ ہوگا۔ تاجر کا ہدف یہ ہے کہ اس مہینے کے آخر تک زیادہ سے زیادہ منافع حاصل کرے۔

ہمیں اس منافع کا تخمینہ لگانا ہے۔

---

### حساب و تجزیہ

#### 1. زیورات کا منافع
زیورات کی قیمت 5,000 ڈالر ہے اور اس کی مارکیٹ میں 2.5 فیصد اضافہ ہوگا۔

منافع = 2.5% × 5,000  
= 0.025 × 5,000  
= 125 ڈالر

#### 2. الیکٹرانک آلات کا منافع
الیکٹرانک آلات کی قیمت 8,000 ڈالر ہے اور اس کی مارکیٹ میں 1.2 فیصد اضافہ ہوگا۔

منافع = 1.2% × 8,000  
= 0.012 × 8,000  
= 96 ڈالر

---

### فیصلہ

زیورات کا منافع (125 ڈالر) الیکٹرانک آلات کے منافع (96 ڈالر) سے زیادہ ہے۔

چونکہ تاجر اپنے منافع کو زیادہ سے زیادہ کرنے کی کوشش میں ہے، اس لیے اسے زیورات کا منافع 125 ڈالر ہی حاصل ہوگا۔

---

### جواب

تاجر کو اس مہینے کے آخر تک زیادہ سے زیادہ 125 ڈالر منافع حاصل ہوگا۔

$$
\boxed{125}
$$",True
دو ٹرینیں سان رافیل سے ایک ہی وقت میں روانہ ہوتی ہیں۔ وہ مغرب کی طرف 80 میل کا سفر کرتی ہیں۔ اگلے دن، وہ شمال کی طرف 150 میل کا فاصلہ طے کرتی ہیں۔ دو دنوں میں ہر ٹرین نے کتنا فاصلہ طے کیا؟,230,"

### مسئلہ کا مکمل تجزیہ

دو ٹرینیں سان رافیل سے ایک ہی وقت میں روانہ ہوتی ہیں۔ یہ دونوں ٹرینیں پہلے دن مغرب کی طرف 80 میل کا فاصلہ طے کرتی ہیں۔ اگلے دن، وہ شمال کی طرف 150 میل کا فاصلہ طے کرتی ہیں۔

مسئلہ سے معلوم ہوتا ہے کہ ہر ٹرین نے دو دنوں میں مغرب کی طرف 80 میل اور شمال کی طرف 150 میل کا فاصلہ طے کیا ہے۔

### مطلوبہ حساب

کل فاصلہ طے کیا گیا ہے یہ ہر دن کے فاصلے کا مجموعہ ہوگا۔

$$
\text{کل فاصلہ} = \text{پہلے دن کا فاصلہ} + \text{دوسرا دن کا فاصلہ}
$$

$$
\text{کل فاصلہ} = 80 + 150 = 230 \text{ میل}
$$

### نتیجہ

ہر ٹرین نے دو دنوں میں کل **230 میل** کا فاصلہ طے کیا ہے۔

### مجموعی جواب

$$
\boxed{230}
$$",True
جل کو پڑھانے کے لیے 20 ڈالر فی گھنٹہ اور چیئرلیڈنگ کی کوچنگ کے لیے 30 ڈالر فی گھنٹہ ملتے ہیں۔ اگر وہ سال میں 50 ہفتے، ہر ہفتے 35 گھنٹے استاد کے طور پر اور 15 گھنٹے کوچ کے طور پر کام کرتی ہے تو اس کی سالانہ تنخواہ کتنی ہوگی؟,57500,"

اگر سال میں 50 ہفتے ہیں اور ہر ہفتے 35 گھنٹے استاد کے طور پر اور 15 گھنٹے کوچ کے طور پر کام کرتی ہے، تو یہ یوں بھی ہے کہ وہ سال میں 35×50=1750 گھنٹے کوچ کرے گی اور 15×50=750 گھنٹے استاد کے طور پر کام کرے گی۔

کوچ کے لیے 30 ڈالر فی گھنٹہ اور استاد کے لیے 20 ڈالر فی گھنٹہ ملتے ہیں، تو یہ یوں ہے کہ اس کی سالانہ تنخواہ 1750×30 + 750×20 = 52500 + 15000 = 67500 ڈالر ہوگی۔

جواب: 67500 ڈالر",False
کلیئر ہر صبح ناشتے کے لیے تین انڈوں کا آملیٹ بناتی ہے۔ وہ چار ہفتوں میں کتنے درجن انڈے کھائے گی؟,7,"

کلیئر ہر صبح تین انڈوں کا آملیٹ بناتی ہے، جس میں ہر آملیٹ میں تین انڈے استعمال ہوتے ہیں۔ 

1. **ایک دن میں استعمال ہونے والے انڈے**  
   3 آملیٹس × 3 انڈے = 9 انڈے

2. **ایک ہفتوں میں استعمال ہونے والے انڈے**  
   9 انڈے/دن × 7 دن = 63 انڈے

3. **چار ہفتوں میں استعمال ہونے والے انڈے**  
   63 انڈے/ہفتہ × 4 ہفتوں = 252 انڈے

4. **درجن (12 انڈوں) میں تبدیلی**  
   252 انڈے ÷ 12 = 21 درجن

**جواب:** کلیئر چار ہفتوں میں 21 درجن انڈے کھائے گی۔",False
ماریسا 12 میل کی پگڈنڈی پر ہائکنگ کر رہی ہے۔ اس نے پہلے 4 میل طے کرنے میں 1 گھنٹہ لگایا، پھر اگلے 2 میل طے کرنے میں ایک اور گھنٹہ لگا۔ اگر وہ اپنی اوسط رفتار 4 میل فی گھنٹہ رکھنا چاہتی ہے، تو باقی فاصلے کو طے کرنے کے لیے اسے کس رفتار (میل فی گھنٹہ میں) چلنا ہوگا؟,6,"

ماریسا کی ہائکنگ کی پگڈنڈی کا کل فاصلہ 12 میل ہے۔ اگر وہ اپنی اوسط رفتار 4 میل فی گھنٹہ رکھنا چاہتی ہے، تو اسے کل 12 میل فاصلے کو طے کرنے کے لیے کل وقت 3 گھنٹے لگنا چاہیے۔

ماریسا نے پہلے 4 میل طے کرنے میں 1 گھنٹہ لگایا اور پھر اگلے 2 میل طے کرنے میں ایک اور گھنٹہ لگا۔ یہ 6 میل طے کرنے میں 2 گھنٹے لگا۔ اب باقی 6 میل طے کرنے میں 1 گھنٹہ لگنا چاہیے۔ اگر وہ 6 میل طے کرنے میں 1 گھنٹہ لگا، تو اسے کس رفتار چلنا ہوگا؟

اوسط رفتار = کل فاصلہ / کل وقت  
اوسط رفتار = 6 میل / 1 گھنٹہ  
اوسط رفتار = 6 میل فی گھنٹہ

جواب: 6 میل فی گھنٹہ",True
میرے پاس 10 لیٹر نارنجی مشروب ہے جو دو تہائی پانی پر مشتمل ہے، اور میں اسے 15 لیٹر انناس کے مشروب میں شامل کرنا چاہتا ہوں جو تین پانچواں حصہ پانی ہے۔ لیکن جب میں اسے ڈالتا ہوں تو ایک لیٹر نارنجی مشروب گر جاتا ہے۔ باقی 24 لیٹر میں کتنا پانی ہوگا؟,15,"

### مسئلہ کا تجزیہ

ہمیں دو مشروبات کی معلومات دی گئی ہیں:

1. **نارنجی مشروب**:
   - کل حجم: 10 لیٹر
   - پانی کا تناسب: 2/3
   - یعنی 2/3 کے مطابق 10 لیٹر میں پانی کی مقدار:  
     $$
     \frac{2}{3} \times 10 = \frac{20}{3} \approx 6.666 \, \text{لیٹر}
     $$

2. **انناس مشروب**:
   - کل حجم: 15 لیٹر
   - پانی کا تناسب: 3/5
   - یعنی 3/5 کے مطابق 15 لیٹر میں پانی کی مقدار:  
     $$
     \frac{3}{5} \times 15 = 9 \, \text{لیٹر}
     $$

اب ہمیں بتایا گیا ہے کہ جب",False
